"Titulo"|"Valor"|"Id"|"Fecha"|"Propiedad"|"Subconcepto"|"Concepto"|"General"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|10|3|"2025-06-13"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|2|3|"2025-06-13"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|6|8|"2025-06-13"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|40|11|"2025-06-13"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|1|3|"2025-06-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"COM COM Complementary                          "|1|3|"2025-06-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|1|3|"2025-06-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|11|3|"2025-06-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|2|3|"2025-06-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-06-14"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|6|8|"2025-06-14"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|43|11|"2025-06-14"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"COM COM Complementary                          "|1|3|"2025-06-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|1|3|"2025-06-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|4|3|"2025-06-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|2|3|"2025-06-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|7|8|"2025-06-15"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|51|11|"2025-06-15"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MAY Venta con Agencias Mayoristas          "|3|3|"2025-06-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|4|3|"2025-06-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|2|3|"2025-06-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|2|3|"2025-06-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|4|8|"2025-06-16"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|51|11|"2025-06-16"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|7|3|"2025-06-17"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|4|3|"2025-06-17"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|1|3|"2025-06-17"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|10|8|"2025-06-17"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|44|11|"2025-06-17"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|7|3|"2025-06-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|2|3|"2025-06-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|9|3|"2025-06-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|5|3|"2025-06-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|11|8|"2025-06-18"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|32|11|"2025-06-18"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|3|3|"2025-06-19"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"COM COM Complementary                          "|1|3|"2025-06-19"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|3|3|"2025-06-19"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Venta Directa en Whatsapp              "|2|3|"2025-06-19"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|8|3|"2025-06-19"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|6|3|"2025-06-19"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|9|8|"2025-06-19"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|34|11|"2025-06-19"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|9|3|"2025-06-20"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"COM COM Complementary                          "|1|3|"2025-06-20"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|1|3|"2025-06-20"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Venta Directa en Whatsapp              "|2|3|"2025-06-20"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|17|3|"2025-06-20"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|3|3|"2025-06-20"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|9|8|"2025-06-20"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|24|11|"2025-06-20"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"COM COM Complementary                          "|1|3|"2025-06-21"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|2|3|"2025-06-21"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Venta Directa en Whatsapp              "|1|3|"2025-06-21"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|21|3|"2025-06-21"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|6|3|"2025-06-21"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-06-21"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|9|8|"2025-06-21"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|25|11|"2025-06-21"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|4|3|"2025-06-22"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|22|3|"2025-06-22"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|8|3|"2025-06-22"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|9|8|"2025-06-22"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2025-06-22"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|22|11|"2025-06-22"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|3|3|"2025-06-23"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|4|3|"2025-06-23"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Venta Directa en Whatsapp              "|2|3|"2025-06-23"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|16|3|"2025-06-23"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|7|3|"2025-06-23"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|9|8|"2025-06-23"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2025-06-23"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|24|11|"2025-06-23"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MAY Venta con Agencias Mayoristas          "|1|3|"2025-06-24"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|14|3|"2025-06-24"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|5|3|"2025-06-24"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Venta Directa en Whatsapp              "|1|3|"2025-06-24"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|13|3|"2025-06-24"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|6|3|"2025-06-24"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|10|8|"2025-06-24"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|16|11|"2025-06-24"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MAY Venta con Agencias Mayoristas          "|2|3|"2025-06-25"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|22|3|"2025-06-25"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|6|3|"2025-06-25"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|12|3|"2025-06-25"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|6|3|"2025-06-25"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|10|8|"2025-06-25"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|8|11|"2025-06-25"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MAY Venta con Agencias Mayoristas          "|1|3|"2025-06-26"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|17|3|"2025-06-26"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|5|3|"2025-06-26"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR REC Venta Directa en Recepcion             "|2|3|"2025-06-26"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Venta Directa en Whatsapp              "|1|3|"2025-06-26"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|11|3|"2025-06-26"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|4|3|"2025-06-26"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|10|8|"2025-06-26"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|15|11|"2025-06-26"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|11|3|"2025-06-27"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"COM COM Complementary                          "|1|3|"2025-06-27"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|3|3|"2025-06-27"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|9|3|"2025-06-27"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|3|3|"2025-06-27"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|9|8|"2025-06-27"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|30|11|"2025-06-27"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|2|3|"2025-06-28"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"COM COM Complementary                          "|1|3|"2025-06-28"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|2|3|"2025-06-28"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|13|3|"2025-06-28"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|6|3|"2025-06-28"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|9|8|"2025-06-28"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|33|11|"2025-06-28"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|2|3|"2025-06-29"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|9|3|"2025-06-29"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|5|3|"2025-06-29"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|9|8|"2025-06-29"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|1|9|"2025-06-29"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|40|11|"2025-06-29"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
